Country,Year,Region,GDP_per_capita,Education_Expenditure,Primary_Enrollment,Secondary_Enrollment,Tertiary_Enrollment,Literacy_Rate,Avg_Years_Schooling,Internet_Access,Pupil_Teacher_Ratio,Gender_Parity_Index,Unemployment_Rate,Government_Policy_Score,GDP_per_capita_log,Cluster
South Korea,2015,East Asia,20590.63,5.13,97.5,69.7,5.0,96.0,8.5,42.7,23.5,0.96,10.2,7.2,9.932591396931112,2
South Korea,2018,East Asia,20468.55,2.45,100.0,77.6,29.5,86.4,5.9,68.2,14.9,0.86,2.4,8.2,9.92664484077756,2
Egypt,2016,Africa,-1034.11,6.8,92.3,57.9,18.3,97.4,9.2,49.0,20.8,1.05,10.4,8.9,,0
South Korea,2023,East Asia,12121.85,2.51,92.9,77.6,20.5,75.4,10.2,59.0,20.2,0.92,6.3,4.2,9.402764888238993,1
Australia,2024,Oceania,22121.59,6.05,85.8,65.7,12.6,78.5,9.3,31.0,15.4,0.9,7.6,6.1,10.004309333703976,1
China,2018,East Asia,9226.1,4.77,92.3,72.3,60.1,98.4,6.9,76.6,24.1,0.89,9.5,9.1,9.129791702992474,0
Brazil,2017,South America,6019.64,3.12,100.0,77.7,43.3,88.4,10.3,33.5,25.2,1.12,6.3,5.9,8.702782735850285,0
Australia,2015,Oceania,2751.14,5.27,97.9,74.4,51.9,81.7,10.6,39.6,19.9,0.98,7.7,5.3,7.919770650214934,0
Brazil,2020,South America,13948.22,5.74,92.8,58.9,61.2,98.8,6.9,73.8,17.5,1.03,7.9,5.5,9.543107180541814,0
Australia,2018,Oceania,8729.87,3.46,90.4,66.7,34.0,77.8,10.9,89.7,17.1,1.02,8.5,6.9,9.074505757542934,1
Nigeria,2017,Africa,4607.64,5.61,97.4,62.6,48.0,93.9,8.0,60.8,23.4,0.98,10.2,10.0,8.43547107432381,0
India,2021,South Asia,8712.11,2.43,96.5,82.2,31.5,99.5,6.8,73.9,17.0,1.17,13.0,4.5,9.072469290795713,0
Canada,2022,North America,10603.54,5.79,93.1,74.5,35.4,65.8,9.5,46.2,17.5,1.14,3.2,7.6,9.268943186611326,1
Egypt,2018,Africa,1768.3,4.08,99.0,78.4,43.6,94.7,8.8,47.8,14.6,0.92,15.8,8.5,7.477773912060932,0
Mexico,2020,North America,4191.41,2.52,97.4,80.5,43.2,82.5,9.2,66.6,20.4,0.8,6.3,4.3,8.340792471820665,0
Kenya,2018,Africa,5401.69,8.0,96.8,71.9,48.8,89.8,10.3,72.1,30.3,0.89,8.4,4.1,8.594467146552637,0
Egypt,2015,Africa,8444.1,3.12,92.9,72.0,49.6,94.2,7.0,61.1,16.5,0.87,6.3,5.4,9.04122325162665,0
South Africa,2021,Africa,23413.73,5.15,88.1,69.4,50.3,100.0,6.3,22.4,29.4,1.04,4.4,7.1,10.061077881410815,2
Japan,2019,East Asia,-6085.98,4.51,96.6,84.2,19.8,85.9,7.6,65.1,15.5,0.96,4.0,7.3,,0
Germany,2019,Europe,21867.61,4.15,95.2,60.5,30.5,84.5,14.7,37.8,27.3,1.1,7.8,9.5,9.99276182557746,2
South Korea,2023,East Asia,17976.84,5.08,94.7,87.2,51.4,78.7,6.9,55.9,16.0,0.99,10.7,5.1,9.796839541745364,1
France,2023,Europe,14657.41,4.59,99.2,52.5,25.9,87.1,11.9,50.2,10.6,1.06,5.1,3.6,9.592701288618256,2
Japan,2015,East Asia,10005.24,4.22,92.0,52.9,48.5,97.7,10.8,37.2,19.0,1.0,8.8,7.3,9.210864234736123,0
India,2019,South Asia,9126.61,4.62,97.3,89.6,45.6,92.9,9.7,88.2,22.0,0.91,11.2,7.4,9.118949601243441,0
Brazil,2024,South America,11455.65,3.78,96.5,79.6,38.0,88.1,12.9,81.4,21.0,1.09,3.9,6.8,9.346238337057738,2
Nigeria,2015,Africa,18474.45,4.17,90.8,68.5,18.7,77.2,8.8,31.9,20.1,1.09,4.3,9.0,9.824143975413865,2
India,2024,South Asia,19086.34,6.05,91.7,83.5,18.6,93.9,9.8,71.1,14.1,0.91,8.8,4.1,9.85672817492311,2
Australia,2020,Oceania,18705.65,2.45,99.2,62.7,43.3,91.3,8.1,71.6,21.3,0.95,4.0,2.1,9.836580896245303,2
Japan,2021,East Asia,17797.2,2.15,95.5,72.4,45.2,82.0,8.8,74.6,21.7,1.03,8.4,2.9,9.786796420535918,1
Saudi Arabia,2023,Middle East,21054.31,5.42,89.9,72.6,34.4,83.7,10.2,88.6,25.4,0.87,8.9,8.7,9.95486056874581,1
India,2021,South Asia,18094.47,6.14,100.0,85.2,38.7,95.5,9.8,60.5,18.2,1.16,4.5,9.1,9.80336164570981,2
Argentina,2018,South America,18998.91,2.4,96.8,54.0,44.4,93.9,8.3,62.5,29.8,0.95,3.8,9.0,9.852136888081894,2
Nigeria,2015,Africa,19700.7,4.51,100.0,88.4,23.9,80.1,12.0,93.7,22.8,0.91,13.0,4.9,9.888409447089721,1
Australia,2015,Oceania,12318.9,5.01,100.0,83.5,41.2,89.6,9.6,71.2,10.0,0.97,7.7,3.7,9.418889947387019,0
Turkey,2023,Europe,18090.59,4.19,100.0,90.7,28.0,83.5,9.4,51.0,21.0,0.92,3.6,7.2,9.803147192561749,2
South Africa,2020,Africa,9036.24,3.29,99.5,68.7,38.8,93.2,9.4,69.1,17.4,0.98,6.4,4.5,9.108998437660139,0
Australia,2016,Oceania,13585.81,2.18,92.5,72.2,31.2,82.6,9.4,69.6,24.4,0.94,3.4,3.9,9.516781144668913,2
Japan,2024,East Asia,11102.38,3.97,91.2,62.0,28.2,86.8,10.7,48.9,17.9,0.91,6.9,4.3,9.314914778731355,0
Japan,2016,East Asia,19585.02,2.0,93.2,78.0,37.8,100.0,10.2,39.9,19.5,0.82,6.8,4.3,9.882520267289097,2
Kenya,2023,Africa,11323.12,3.68,94.4,68.6,61.1,81.8,13.2,76.3,22.4,1.04,8.2,2.1,9.334601932155966,1
Kenya,2021,Africa,1768.93,5.77,94.8,60.9,34.2,100.0,12.0,58.8,24.8,0.96,1.9,4.2,7.478130122998112,0
Japan,2021,East Asia,27503.11,4.09,93.8,72.0,63.6,100.0,13.9,56.8,21.5,0.85,11.4,3.7,10.22205436816946,2
Kenya,2023,Africa,5734.2,2.85,92.1,66.6,25.9,79.6,8.4,76.7,14.5,1.02,10.7,5.0,8.654203525500188,1
China,2018,East Asia,9256.65,4.15,100.0,76.9,27.0,89.8,7.3,73.6,22.0,0.97,4.5,4.2,9.133097491126973,2
Australia,2021,Oceania,19278.54,6.34,91.8,79.6,5.0,79.2,9.4,41.8,15.3,0.93,7.9,5.6,9.866747839156089,1
Brazil,2024,South America,-2905.85,2.0,92.0,79.6,5.0,80.0,8.4,87.8,18.1,1.04,7.4,1.7,,0
Argentina,2019,South America,21145.66,4.82,97.5,100.0,5.0,100.0,8.9,65.7,19.8,0.96,5.3,6.7,9.959189962472204,2
France,2023,Europe,2862.61,5.63,92.9,63.7,28.2,97.6,8.4,67.2,16.3,1.08,9.1,9.7,7.959489075071759,0
United States,2019,North America,13595.49,5.5,95.5,88.0,24.2,92.5,9.1,58.7,20.5,1.03,6.7,6.4,9.517493399079793,2
Kenya,2018,Africa,16624.94,5.98,99.3,70.4,21.7,94.6,11.3,89.5,17.0,0.98,2.1,5.2,9.718659256494986,2
Australia,2024,Oceania,22972.56,3.8,98.2,73.1,39.9,73.5,9.7,10.0,19.1,0.84,10.6,7.6,10.042055739190108,1
Saudi Arabia,2020,Middle East,18733.37,6.78,90.3,92.5,49.0,82.6,11.8,37.9,15.9,0.94,5.4,3.9,9.838061704507131,2
Mexico,2022,North America,24784.66,4.11,96.8,69.3,7.7,87.7,5.7,58.6,13.2,1.2,9.7,6.2,10.117980192386,2
Mexico,2018,North America,25109.65,3.23,97.7,77.0,39.0,97.7,11.0,65.8,11.7,0.9,6.6,6.2,10.131007513384635,2
Turkey,2022,Europe,5958.37,8.0,100.0,81.0,36.1,82.9,7.6,61.5,21.3,0.88,8.0,5.7,8.692552232721317,0
Brazil,2016,South America,-262.46,3.21,92.9,93.9,43.3,71.6,10.5,29.1,25.4,0.95,6.7,8.7,,1
Kenya,2023,Africa,-6297.31,2.4,92.1,85.4,12.2,56.7,8.6,71.0,26.0,0.95,5.8,8.3,,1
Saudi Arabia,2020,Middle East,42.07,3.92,96.0,79.5,27.4,85.3,4.5,46.8,22.3,0.9,7.2,6.9,3.7393348976024297,0
Germany,2018,Europe,12259.61,4.76,90.2,72.9,44.2,86.6,8.3,64.5,23.6,0.8,10.5,5.3,9.414065398217508,0
Kenya,2018,Africa,7403.92,6.3,88.1,67.9,30.7,77.2,13.0,42.9,17.2,1.02,3.4,5.2,8.909764868664727,1
South Africa,2017,Africa,6539.63,4.0,94.5,69.7,12.3,88.2,13.0,60.4,21.1,1.07,3.2,9.4,8.785635867927276,2
United States,2015,North America,16618.63,6.95,91.3,93.2,46.6,90.5,10.0,55.0,26.0,1.01,1.1,3.8,9.718279634205576,2
Egypt,2022,Africa,2513.23,4.96,94.7,87.2,5.7,86.4,5.9,75.2,19.5,1.04,4.4,8.6,7.82932405743033,0
Saudi Arabia,2016,Middle East,23333.8,5.38,94.4,80.8,24.4,93.6,12.8,81.4,16.4,1.04,3.1,7.1,10.057658232163389,2
Mexico,2021,North America,18604.83,2.0,89.2,72.2,30.5,72.9,10.3,65.0,19.0,0.92,10.1,9.3,9.831176503410303,1
Argentina,2018,South America,11131.51,3.58,97.5,71.4,32.9,92.4,5.7,86.4,20.4,0.96,6.7,5.9,9.31753510442942,0
France,2022,Europe,1150.39,6.74,95.2,79.4,49.3,74.8,10.4,54.6,24.2,0.8,6.7,4.8,7.047856294300351,1
France,2018,Europe,18458.1,5.21,91.5,67.9,33.3,76.0,11.2,52.6,10.0,0.96,3.9,2.7,9.823258577515906,2
China,2015,East Asia,5100.59,4.66,100.0,78.1,25.9,89.6,8.6,46.1,14.2,0.82,5.8,6.3,8.537111498295786,0
India,2021,South Asia,14227.01,3.88,90.3,81.1,15.2,92.8,7.5,45.0,12.7,0.95,9.9,7.0,9.562897549539793,0
Egypt,2017,Africa,11827.38,5.28,89.5,71.7,23.3,98.3,7.1,77.9,24.5,1.18,5.8,7.4,9.37817246160729,2
Turkey,2022,Europe,33253.21,3.57,87.3,56.2,45.7,66.2,8.8,68.7,20.9,1.04,7.7,8.6,10.411906582777567,1
Canada,2023,North America,7381.47,3.48,91.1,83.3,48.5,89.5,11.9,36.4,28.3,1.15,9.2,9.6,8.906728084751293,0
Egypt,2016,Africa,-9252.99,3.71,91.3,82.2,19.2,92.6,12.2,73.9,21.4,0.9,4.5,8.5,,0
Mexico,2017,North America,21234.79,4.44,92.9,54.7,18.9,100.0,6.9,63.8,25.0,0.87,7.6,7.9,9.963396153364824,2
Mexico,2023,North America,15099.99,8.0,86.7,85.6,32.4,92.7,10.4,45.3,21.1,0.81,8.8,6.6,9.62244936055114,0
Russia,2024,Europe,20109.28,6.09,96.8,76.5,21.8,77.9,11.9,88.7,18.8,1.0,4.3,8.3,9.908936679042709,2
Japan,2022,East Asia,20323.33,7.41,90.6,71.2,38.5,91.5,9.1,42.5,24.4,1.07,4.3,8.7,9.919524766218649,2
Saudi Arabia,2023,Middle East,24361.59,4.7,95.4,80.5,22.1,85.3,5.2,77.5,12.2,1.15,6.0,5.6,10.10076299062974,2
Australia,2023,Oceania,9978.13,4.07,100.0,50.1,54.2,88.4,7.1,38.5,28.4,0.91,3.5,8.3,9.20815097699917,2
Mexico,2017,North America,17708.42,3.09,96.1,64.7,51.5,95.6,10.6,67.2,28.8,1.0,3.5,6.9,9.78179551166428,2
Indonesia,2022,Southeast Asia,31688.38,2.98,93.2,79.2,34.2,75.2,11.7,100.0,21.0,0.91,2.4,6.5,10.363705331151083,2
Nigeria,2018,Africa,12831.02,5.21,95.0,69.1,18.6,93.3,11.3,29.1,27.9,1.06,11.2,3.3,9.459620955618767,0
Nigeria,2023,Africa,-6926.59,4.28,97.5,93.0,45.6,82.6,7.4,84.6,15.2,1.16,6.1,9.2,,0
Indonesia,2018,Southeast Asia,20431.45,4.29,92.4,71.6,41.4,85.8,8.3,56.7,20.4,0.8,8.4,4.0,9.924830659350887,2
Nigeria,2022,Africa,-5226.66,2.0,86.0,61.4,24.4,100.0,8.4,63.6,22.0,1.01,6.8,3.6,,0
Germany,2019,Europe,26607.42,7.21,86.6,64.8,30.8,75.4,10.5,45.4,30.8,1.12,7.6,8.1,10.188945403239629,1
Egypt,2019,Africa,12847.2,3.65,90.9,75.8,47.9,86.4,6.3,43.9,19.6,0.99,12.9,3.2,9.460881167747281,1
Japan,2020,East Asia,19044.71,6.73,100.0,71.0,42.4,90.7,9.9,58.0,22.2,0.8,9.0,6.3,9.854544651703046,2
Russia,2016,Europe,13220.2,7.57,91.6,71.0,64.9,76.7,8.4,57.1,24.2,1.02,3.1,4.9,9.489501241884282,2
China,2017,East Asia,10141.16,4.38,97.1,79.2,8.4,95.6,10.0,87.7,22.2,1.11,8.4,8.7,9.224357669024265,0
Egypt,2021,Africa,8178.01,4.35,100.0,83.9,43.6,72.2,6.9,65.9,20.7,0.94,7.4,9.2,9.0092041237167,1
China,2018,East Asia,20563.22,2.79,94.4,67.0,29.2,80.9,8.5,34.9,19.4,0.94,1.0,10.0,9.931259322092279,2
Germany,2021,Europe,23710.16,3.94,95.1,63.3,60.4,100.0,9.8,80.5,20.9,0.87,5.8,6.3,10.073658927244189,2
Australia,2020,Oceania,11363.62,4.17,94.5,74.2,35.8,74.4,8.1,34.3,24.9,0.8,10.5,8.8,9.338172303485031,1
Russia,2022,Europe,12582.56,2.0,93.2,74.4,19.8,79.8,12.6,73.3,15.4,0.84,6.0,5.6,9.440067007166864,1
Australia,2015,Oceania,18969.59,3.7,97.6,94.4,47.2,84.5,9.1,52.9,25.9,0.94,7.1,6.1,9.850592449622221,2
South Africa,2021,Africa,-14.27,2.44,96.6,74.4,42.5,79.7,11.9,42.5,28.6,0.83,8.3,7.0,,0
France,2024,Europe,8635.54,5.14,100.0,52.8,42.5,60.1,7.6,92.6,17.1,0.88,6.4,10.0,9.063641524815397,1
United States,2024,North America,346.54,2.92,100.0,93.6,33.4,72.6,13.7,91.9,23.4,0.92,6.9,5.7,5.847998252082701,1
France,2022,Europe,17646.81,6.68,99.4,64.2,55.6,88.1,10.9,89.3,14.4,1.0,5.4,2.9,9.778310309482716,2
United States,2020,North America,17773.68,8.0,85.8,74.7,44.6,86.2,9.3,34.0,21.2,0.92,1.0,8.4,9.785473990310537,2
Kenya,2021,Africa,11667.09,4.58,96.1,85.7,38.4,94.0,8.9,86.2,21.6,1.02,3.2,6.6,9.364527336859416,2
Australia,2023,Oceania,8344.36,3.54,90.9,64.3,66.9,98.3,13.3,35.5,20.4,0.87,4.9,4.2,9.029341140524588,0
Russia,2024,Europe,24916.67,3.91,100.0,81.0,69.6,70.2,12.0,82.9,15.1,1.1,8.0,5.5,10.123292336364079,1
Egypt,2022,Africa,-2591.48,3.42,100.0,75.0,46.7,77.1,7.9,81.6,13.3,0.96,7.1,6.2,,0
Egypt,2019,Africa,2567.25,5.09,98.5,82.3,20.2,82.2,11.9,77.9,13.1,1.04,1.1,6.1,7.850590566078404,0
Australia,2022,Oceania,30182.14,3.08,90.8,82.6,11.9,78.7,10.7,47.3,18.8,1.07,8.3,6.5,10.315005637694012,1
United States,2021,North America,12287.02,5.06,94.4,79.6,27.5,83.2,7.5,59.3,15.9,0.89,7.8,6.4,9.416298699602878,1
Japan,2021,East Asia,21262.99,3.85,97.0,80.5,41.7,76.7,9.8,67.3,20.0,0.8,7.5,10.0,9.96472328170607,1
Brazil,2022,South America,12119.69,3.41,96.9,78.1,52.9,72.4,11.0,71.8,19.3,1.03,10.1,7.7,9.402586681738438,1
China,2024,East Asia,5855.85,5.73,94.7,75.7,36.1,83.5,11.9,58.3,14.4,0.96,7.5,8.5,8.675196440558986,0
Russia,2015,Europe,19824.76,3.22,100.0,77.6,54.1,83.5,10.6,76.8,26.1,1.11,9.6,5.4,9.894686940502911,1
France,2024,Europe,10426.03,5.0,99.7,72.8,51.0,99.5,7.7,43.3,19.3,1.03,5.4,8.7,9.252060842745742,2
Argentina,2015,South America,18392.53,4.56,87.8,61.8,39.2,63.7,11.5,56.8,36.2,1.2,6.5,5.8,9.819699882904722,1
Germany,2021,Europe,22964.65,7.05,86.8,57.1,25.7,90.8,10.5,81.4,14.0,0.8,9.6,4.3,10.041711356060258,2
China,2022,East Asia,-1147.9,4.72,99.0,73.8,28.1,83.4,8.8,33.0,16.4,1.05,8.0,6.3,,0
Brazil,2015,South America,7038.81,4.23,84.1,76.8,56.4,70.3,8.3,66.6,26.3,0.96,4.9,2.1,8.859194400773307,1
Nigeria,2021,Africa,4827.51,7.56,96.4,74.8,39.8,84.9,7.9,76.5,21.1,1.0,4.1,8.6,8.482086085766086,0
Japan,2018,East Asia,20317.62,3.67,100.0,70.0,23.3,77.4,6.0,69.4,10.8,0.88,1.0,5.8,9.919243768848382,2
Mexico,2020,North America,13797.44,4.01,89.8,63.3,42.0,79.5,10.1,42.3,20.9,1.13,8.8,5.2,9.532238346690322,1
Japan,2021,East Asia,17057.59,4.14,95.0,71.7,32.5,87.1,7.5,39.7,13.1,0.84,3.3,6.3,9.744350544947094,2
Nigeria,2021,Africa,-3142.3,5.27,95.2,55.3,44.8,93.1,7.5,68.4,15.7,1.01,3.2,2.4,,0
Nigeria,2016,Africa,937.46,4.31,93.0,63.2,29.0,87.7,9.4,63.7,16.6,1.12,3.5,7.0,6.843174090267651,0
Indonesia,2015,Southeast Asia,24455.13,5.22,94.0,69.7,50.5,70.8,7.6,52.0,26.2,1.04,4.1,5.4,10.10459528884565,1
Russia,2015,Europe,10085.41,3.44,99.9,61.3,59.1,93.3,11.7,50.7,19.3,0.86,5.4,7.0,9.218845103999225,0
South Korea,2018,East Asia,25368.5,2.84,93.2,73.5,14.1,90.9,8.1,56.1,17.7,0.92,7.0,5.6,10.141263525894649,2
Germany,2015,Europe,12025.14,3.41,96.6,91.5,37.1,95.0,6.7,63.2,14.5,0.85,4.8,8.4,9.394754737317832,2
United States,2018,North America,22600.13,4.86,87.3,73.0,39.5,86.8,5.8,42.2,19.7,1.05,1.0,5.7,10.025710937456223,2
South Africa,2015,Africa,5144.39,5.77,98.5,80.8,23.0,65.9,8.7,80.0,27.0,1.07,8.3,6.8,8.545662079528757,1
Saudi Arabia,2017,Middle East,10551.05,4.3,100.0,65.6,59.2,81.8,12.2,31.9,22.9,0.93,2.8,6.4,9.263980660018174,2
Egypt,2017,Africa,12075.77,3.23,87.5,74.1,33.7,90.5,11.4,58.8,29.3,1.02,6.0,2.8,9.398956244603616,2
Indonesia,2016,Southeast Asia,12898.72,4.0,99.8,79.6,17.3,86.7,10.8,90.6,24.4,1.08,7.2,6.8,9.464883360620455,2
Argentina,2018,South America,24996.04,2.5,93.3,67.3,40.7,97.3,8.3,12.2,17.9,1.09,8.6,6.9,10.126472691303732,2
Mexico,2019,North America,12760.05,2.58,97.6,66.7,67.8,90.7,8.3,47.8,19.5,0.98,10.4,6.4,9.4540744753864,0
South Korea,2017,East Asia,9146.95,7.34,95.2,82.7,25.9,88.6,10.1,22.2,30.1,1.13,5.8,3.8,9.12117576936833,0
Saudi Arabia,2024,Middle East,17780.49,4.63,96.8,76.9,42.6,99.5,10.6,39.0,26.8,1.16,16.5,3.8,9.78585706774327,0
India,2017,South Asia,16943.06,2.0,97.8,69.5,63.9,77.3,6.1,50.6,10.1,1.08,1.0,6.1,9.737613589437323,2
Kenya,2016,Africa,-12622.49,4.02,100.0,78.6,22.0,84.7,9.5,69.5,13.2,1.06,1.0,4.7,,0
Argentina,2015,South America,11093.81,5.45,95.1,60.9,20.2,87.0,9.3,48.4,17.6,1.07,5.4,5.8,9.314142574093905,2
Kenya,2024,Africa,21359.49,2.36,85.7,82.8,24.8,81.8,7.9,54.8,28.0,1.08,9.6,3.2,9.96925141638459,1
France,2021,Europe,5790.77,2.0,91.0,84.6,42.8,82.8,9.5,46.2,21.0,1.08,2.2,6.6,8.664020549635122,2
South Africa,2016,Africa,11459.48,3.88,98.5,100.0,33.4,88.9,8.0,63.6,22.3,1.02,3.9,6.4,9.346572614021094,2
Argentina,2018,South America,26697.57,5.17,99.8,72.6,46.2,87.8,7.6,66.4,15.0,0.94,7.6,6.6,10.192327829010612,2
India,2019,South Asia,5486.14,6.08,97.9,68.0,11.9,83.6,8.6,62.3,18.2,0.8,5.8,5.4,8.609980190676124,0
Saudi Arabia,2016,Middle East,20069.29,3.45,100.0,55.9,54.7,82.8,11.2,61.6,25.7,0.96,3.7,8.8,9.906946064981273,2
Argentina,2015,South America,14092.15,4.83,100.0,64.7,43.9,79.1,9.2,61.4,12.5,0.92,11.1,7.8,9.55337318374169,1
South Korea,2023,East Asia,14498.88,4.86,93.5,88.6,32.0,87.3,11.8,44.5,27.8,0.85,11.9,5.3,9.581826684046087,1
Australia,2020,Oceania,13058.41,2.0,92.7,64.6,25.9,83.6,11.4,64.2,21.5,0.89,4.4,9.6,9.477187649630133,2
Germany,2023,Europe,9118.39,6.98,93.8,75.0,51.1,97.7,9.3,52.2,19.7,1.03,9.7,6.0,9.118048532396505,0
Japan,2015,East Asia,19951.09,6.96,96.9,78.1,12.2,58.7,10.3,58.1,17.4,1.02,6.8,8.3,9.901039057416964,1
Australia,2022,Oceania,15688.89,3.38,100.0,72.8,42.9,80.2,8.2,61.7,20.1,1.05,6.2,2.3,9.660708097526587,1
India,2021,South Asia,11537.81,5.69,93.5,72.5,49.8,77.9,6.4,56.8,17.6,0.9,6.5,7.0,9.353384747355888,1
South Korea,2022,East Asia,14925.69,4.96,100.0,71.6,39.2,79.9,7.8,48.3,17.6,1.04,14.0,4.6,9.610839168347955,1
China,2021,East Asia,11667.0,4.41,97.0,77.6,54.3,60.7,4.7,50.1,25.5,0.84,1.0,7.1,9.364519622823858,1
Brazil,2023,South America,16949.26,2.86,90.1,65.3,36.7,78.7,10.5,10.0,15.7,0.89,6.2,4.9,9.737979454038458,1
Nigeria,2024,Africa,10382.75,2.0,95.2,80.6,62.8,80.2,10.1,23.9,10.0,1.08,7.0,8.4,9.247901054194067,1
Russia,2022,Europe,4012.78,5.28,100.0,79.2,39.1,85.1,6.4,87.1,16.9,1.05,2.3,3.6,8.29723954693509,0
Mexico,2021,North America,26480.7,3.98,100.0,74.2,7.4,93.9,8.3,74.0,20.1,0.85,7.5,10.0,10.184171444746863,2
Argentina,2019,South America,18943.89,4.41,100.0,77.1,38.1,74.1,10.0,80.7,15.8,1.14,6.7,4.2,9.849236731079037,1
Japan,2018,East Asia,22981.06,4.07,98.8,72.1,34.1,89.9,10.1,20.1,14.4,1.09,6.6,5.0,10.04242567740594,2
Germany,2019,Europe,4131.41,2.88,84.9,74.0,26.0,75.3,9.4,67.3,30.5,0.85,10.5,7.9,8.326374032048225,1
Mexico,2018,North America,8767.26,4.8,92.7,76.9,57.6,91.1,10.5,51.4,12.6,0.98,10.6,2.9,9.078779607815882,0
Mexico,2024,North America,6559.29,4.69,90.1,67.1,28.6,71.3,7.6,74.1,13.5,0.84,5.1,7.5,8.788637644373344,1
Saudi Arabia,2021,Middle East,13424.63,3.8,95.2,57.5,42.4,88.8,8.7,80.1,14.4,1.11,7.5,5.3,9.504846358475852,2
Japan,2015,East Asia,14841.01,4.34,100.0,64.2,23.6,95.4,8.3,78.0,28.5,0.96,9.0,3.7,9.605149573704633,0
Indonesia,2020,Southeast Asia,21037.87,4.8,97.4,68.5,10.1,90.0,5.4,53.7,24.7,1.02,12.8,8.1,9.954079425985517,1
Brazil,2022,South America,9768.81,4.54,94.8,59.2,20.9,79.4,5.4,60.9,18.8,0.83,8.2,7.4,9.186949936185474,1
South Africa,2020,Africa,5816.28,4.01,98.0,81.8,39.6,76.8,10.1,83.9,17.0,1.2,5.4,6.1,8.66841616110816,1
Nigeria,2020,Africa,-1379.88,4.83,86.3,69.5,18.6,86.4,11.5,72.9,10.0,1.2,7.9,4.4,,0
Nigeria,2024,Africa,5257.02,4.76,91.7,77.0,25.9,81.0,8.1,31.3,20.7,1.06,8.5,7.6,8.56731960526342,0
Nigeria,2023,Africa,6594.72,3.7,99.2,61.4,21.5,75.4,11.7,78.9,22.4,1.11,4.4,6.7,8.794024607843747,1
United States,2023,North America,13998.6,5.77,94.4,71.2,43.1,93.8,8.2,58.8,14.7,0.8,7.6,7.2,9.546712603597062,2
South Africa,2016,Africa,6096.53,2.0,93.2,52.8,55.5,74.1,12.0,78.9,15.5,0.89,8.1,4.3,8.715475035844442,1
Egypt,2021,Africa,4819.88,3.78,86.1,52.7,38.4,79.4,8.4,73.9,25.9,0.97,6.0,7.0,8.480504310469168,0
Indonesia,2023,Southeast Asia,4144.52,4.83,97.8,81.8,5.9,77.4,7.7,62.0,22.4,1.15,5.5,5.0,8.329542258692516,0
Egypt,2022,Africa,13197.38,4.94,100.0,77.9,17.6,71.7,6.4,73.2,25.9,1.18,9.5,8.3,9.487773604025254,1
Indonesia,2022,Southeast Asia,10359.87,2.77,99.3,79.2,36.6,88.9,10.1,85.7,26.5,1.05,9.5,7.0,9.245694967472195,0
United States,2016,North America,11310.64,5.63,88.0,85.5,17.1,87.9,7.8,71.1,19.8,0.84,8.3,4.8,9.333499154600247,0
Kenya,2018,Africa,11049.17,4.5,97.0,65.4,26.2,80.4,11.2,93.5,16.0,1.11,1.0,3.6,9.310110591002594,2
France,2018,Europe,7329.77,2.47,87.1,79.1,31.8,88.8,10.9,65.3,23.3,0.99,3.4,8.1,8.899699416489355,2
Kenya,2024,Africa,-712.9,3.1,94.1,65.9,28.7,88.4,10.2,42.0,17.6,1.11,8.5,10.0,,0
South Korea,2022,East Asia,24441.03,6.22,88.1,82.6,34.2,79.5,9.8,78.9,22.5,0.91,9.2,4.7,10.104018556423684,1
Russia,2023,Europe,16733.46,4.04,93.9,82.7,19.4,100.0,5.9,48.0,21.9,1.06,6.7,5.9,9.725165586704176,2
South Korea,2021,East Asia,18284.4,4.15,100.0,83.4,48.1,75.3,9.3,54.0,15.0,1.04,5.4,7.3,9.81380351626331,1
Russia,2020,Europe,6438.47,7.08,90.5,77.2,46.9,79.3,11.2,35.4,27.3,1.0,5.2,5.4,8.77004621323261,0
South Korea,2022,East Asia,21471.35,3.62,91.3,72.8,17.3,100.0,8.4,76.6,21.0,0.9,7.0,7.6,9.974474767331087,2
Nigeria,2019,Africa,2493.91,6.29,100.0,84.2,28.1,74.2,8.3,63.9,22.7,0.8,7.0,6.3,7.821607038980986,1
Nigeria,2018,Africa,1779.65,6.44,97.1,88.1,31.8,94.4,12.8,86.2,14.5,0.97,6.0,7.0,7.484171994738589,0
India,2018,South Asia,20490.83,3.24,95.3,54.8,56.6,79.9,9.6,53.8,25.7,0.8,7.0,5.8,9.927732747977203,1
Japan,2016,East Asia,11370.91,7.09,90.6,82.7,40.3,97.6,8.2,45.3,25.5,1.04,2.4,4.9,9.338813618722236,2
Russia,2017,Europe,18091.06,5.76,91.6,45.9,42.8,72.8,5.5,10.0,24.1,1.01,6.3,8.8,9.80317317258201,1
South Africa,2018,Africa,9098.6,6.92,88.0,74.7,10.7,82.7,9.0,72.5,20.2,1.06,9.1,10.0,9.115875834515561,1
Indonesia,2019,Southeast Asia,12477.63,3.09,96.2,67.0,57.2,82.2,8.4,50.6,23.6,0.98,5.1,9.3,9.431692720043246,2
Argentina,2023,South America,8150.64,4.55,98.3,58.7,42.2,74.4,11.1,40.7,23.5,1.11,9.6,6.5,9.005851730759138,1
Saudi Arabia,2019,Middle East,13149.59,3.64,100.0,68.0,19.4,91.7,7.9,41.0,12.8,0.95,6.8,6.5,9.48414585841262,2
