Country,Year,GDP_per_capita,GDP_per_capita_winsorized,GDP_per_capita_log
Argentina,1970,18059.47,18059.47,9.801480850995583
Australia,1970,23849.85,23849.85,10.079575135094416
Mexico,1970,21665.26,21665.26,9.983511490802751
South Africa,1970,6952.13,6952.13,8.84694719688957
Indonesia,1970,15129.0,15129.0,9.624434806782402
Egypt,1970,11976.47,11976.47,9.390782664057834
Argentina,1970,26698.04,26698.04,10.192382888685763
Argentina,1970,19546.19,19546.19,9.880586821067443
Kenya,1970,5178.38,5178.38,8.552440636970283
France,1970,6989.48,6989.48,8.852304502398109
United States,1970,17768.94,17768.94,9.785263544665789
Canada,1970,28204.58,27317.421,10.215316515528354
Indonesia,1970,24615.45,24615.45,10.111170197627766
Egypt,1970,11120.46,11120.46,9.316631854150172
South Korea,1970,8088.16,8088.16,8.998280172770409
South Africa,1970,-11716.29,-2777.4275,
Nigeria,1970,2617.23,2617.23,7.870253795934116
India,1970,9910.21,9910.21,9.201421718760582
Kenya,1970,4257.15,4257.15,8.356590072639422
Canada,1970,14907.88,14907.88,9.609712287566442
South Korea,1970,19408.14,19408.14,9.873499368123252
Germany,1970,9933.82,9933.82,9.203801037056312
Japan,1970,22574.46,22574.46,10.02461875460029
Brazil,1970,9507.69,9507.69,9.159961396313951
China,1970,-1258.83,-1258.83,
South Korea,1970,26572.51,26572.51,10.187670133905463
Turkey,1970,12057.72,12057.72,9.397543328661621
Brazil,1970,23933.45,23933.45,10.0830741226614
Indonesia,1970,30296.04,27317.421,10.215316515528354
Japan,1970,4966.71,4966.71,8.510714248318529
Mexico,1970,21152.25,21152.25,9.959548836971875
China,1970,25772.57,25772.57,10.15710482722969
France,1970,31389.67,27317.421,10.215316515528354
South Korea,1970,19007.34,19007.34,9.852633109207785
France,1970,21383.8,21383.8,9.970435668267498
Nigeria,1970,1837.07,1837.07,7.516471387065286
India,1970,27844.96,27317.421,10.215316515528354
South Korea,1970,17743.41,17743.41,9.783825815725363
Argentina,1970,3315.99,3315.99,8.106813024170123
South Korea,1970,20065.8,20065.8,9.906821987125001
Egypt,1970,18025.56,18025.56,9.799601504871466
United States,1970,16547.59,16547.59,9.714056180801169
Russia,1970,-10768.13,-2777.4275,
Saudi Arabia,1970,7986.42,7986.42,8.985623082986182
Germany,1970,9060.91,9060.91,9.111835193595333
Kenya,1970,13496.62,13496.62,9.510268652588206
India,1970,12734.78,12734.78,9.452170634065622
Canada,1970,16117.21,16117.21,9.687704967711356
Kenya,1970,-6327.54,-2777.4275,
India,1970,14903.65,14903.65,9.609428523783462
Egypt,1970,1943.58,1943.58,7.572801294431172
China,1970,-338.79,-338.79,
Mexico,1970,30869.07,27317.421,10.215316515528354
Russia,1970,22239.7,22239.7,10.009679222689341
Argentina,1970,24997.68,24997.68,10.12657830245637
Australia,1970,8403.1,8403.1,9.036474960989766
Indonesia,1970,6598.51,6598.51,8.79475068283417
Australia,1970,20082.63,20082.63,9.907660334359923
Canada,1970,33954.3,27317.421,10.215316515528354
South Africa,1970,389.58,389.58,5.967632813854636
Mexico,1970,17449.08,17449.08,9.767099512147285
South Korea,1970,4713.09,4713.09,8.458311175380011
South Korea,1970,22453.33,22453.33,10.01923874762401
South Korea,1970,4537.79,4537.79,8.420415735688884
France,1970,8822.46,8822.46,9.085169362324567
South Africa,1970,10256.22,10256.22,9.235737126844086
Mexico,1970,16619.07,16619.07,9.71836628019359
South Africa,1970,18119.31,18119.31,9.804788687618398
United States,1970,6493.16,6493.16,8.77865859048678
Japan,1970,31890.37,27317.421,10.215316515528354
China,1970,-2964.69,-2777.4275,
South Africa,1970,6005.03,6005.03,8.700519243535796
Russia,1970,28805.55,27317.421,10.215316515528354
Argentina,1970,16737.66,16737.66,9.725476293049745
Egypt,1970,3415.14,3415.14,8.136266537675212
China,1970,11548.35,11548.35,9.354384437310049
United States,1970,20919.55,20919.55,9.948487208464242
China,1970,2738.53,2738.53,7.915541651821959
Russia,1970,9878.76,9878.76,9.198243498948894
Brazil,1970,20300.29,20300.29,9.918439709808895
United States,1970,2416.09,2416.09,7.790319616253508
United States,1970,11996.74,11996.74,9.392473577699855
Egypt,1970,-2418.17,-2418.17,
Japan,1970,22722.61,22722.61,10.031159751058345
Brazil,1970,22562.49,22562.49,10.024088392228965
Canada,1970,27159.62,27159.62,10.20952340909986
Australia,1970,14967.42,14967.42,9.613697927421292
India,1970,19262.27,19262.27,9.86595545287226
Indonesia,1970,26944.02,26944.02,10.20155377262006
South Korea,1970,8905.92,8905.92,9.094583781691748
Argentina,1970,9287.48,9287.48,9.136530201628947
Mexico,1970,17981.19,17981.19,9.797137102610574
Egypt,1970,9675.29,9675.29,9.177433842343218
Canada,1970,21480.22,21480.22,9.974934344030396
Kenya,1970,15742.8,15742.8,9.664201915959316
United States,1970,23320.46,23320.46,10.057129245708795
Indonesia,1970,14537.31,14537.31,9.584542513245497
Australia,1970,8331.21,8331.21,9.027884006095892
Indonesia,1970,16241.24,16241.24,9.695370535238542
Germany,1970,22700.02,22700.02,10.0301651363807
Japan,1970,20627.94,20627.94,9.934450223261948
China,1970,9794.75,9794.75,9.18970389712574
China,1970,31433.55,27317.421,10.215316515528354
Saudi Arabia,1970,37921.7,27317.421,10.215316515528354
Russia,1970,16132.77,16132.77,9.688669869786036
France,1970,25643.46,25643.46,10.152082842865466
Turkey,1970,21182.78,21182.78,9.960991073486433
Mexico,1970,25484.85,25484.85,10.145878675170662
Saudi Arabia,1970,13602.82,13602.82,9.518105914637022
India,1970,18292.53,18292.53,9.814302724402731
Russia,1970,14670.01,14670.01,9.593628716756207
Australia,1970,11761.64,11761.64,9.372683686054472
Egypt,1970,-3431.41,-2777.4275,
Japan,1970,28111.68,27317.421,10.215316515528354
France,1970,25222.85,25222.85,10.135545254489802
India,1970,9136.59,9136.59,9.120151953530732
Australia,1970,1999.03,1999.03,7.600917459429583
Nigeria,1970,2381.29,2381.29,7.77581748893632
China,1970,11610.47,11610.47,9.359748681664016
Germany,1970,7948.53,7948.53,8.980868086403897
Germany,1970,14338.42,14338.42,9.570767667031593
Australia,1970,18522.83,18522.83,9.826813290275007
South Korea,1970,-4168.66,-2777.4275,
Russia,1970,945.05,945.05,6.85229542177777
Argentina,1970,12332.11,12332.11,9.42004279468619
Russia,1970,7731.98,7731.98,8.953249578287314
India,1970,17110.04,17110.04,9.747479148206756
South Korea,1970,13866.33,13866.33,9.537290992975576
Canada,1970,17100.02,17100.02,9.74689338983462
Saudi Arabia,1970,15431.18,15431.18,9.64421021859219
South Korea,1970,20149.35,20149.35,9.910976936951025
Argentina,1970,6378.23,6378.23,8.760802679400081
South Africa,1970,-9217.94,-2777.4275,
Indonesia,1970,-1357.03,-1357.03,
India,1970,9359.12,9359.12,9.144213389902276
Russia,1970,23973.51,23973.51,10.084746461586576
India,1970,8994.24,8994.24,9.104450827518406
Argentina,1970,12466.56,12466.56,9.43088534992123
Australia,1970,21439.47,21439.47,9.973035536586254
Saudi Arabia,1970,21651.99,21651.99,9.982898830130413
Russia,1970,13498.18,13498.18,9.510384221840987
Saudi Arabia,1970,15452.09,15452.09,9.645564262328557
United States,1970,15699.13,15699.13,9.661424271556895
Nigeria,1970,7430.09,7430.09,8.913427829509237
Japan,1970,22020.38,22020.38,9.999769078612697
United States,1970,4084.23,4084.23,8.31513330925869
China,1970,10285.97,10285.97,9.238633324824649
France,1970,16870.92,16870.92,9.73340598056368
China,1970,6537.31,6537.31,8.78543400127175
Germany,1970,19907.68,19907.68,9.898911096517867
South Africa,1970,5261.08,5261.08,8.568281664829405
Australia,1970,8707.42,8707.42,9.07204565270259
Japan,1970,8996.72,8996.72,9.104726490890714
South Korea,1970,9732.94,9732.94,9.18337402641303
Japan,1970,30869.63,27317.421,10.215316515528354
Saudi Arabia,1970,19283.67,19283.67,9.86706575875104
Canada,1970,10197.29,10197.29,9.2299753381592
Brazil,1970,13131.14,13131.14,9.482817939545466
Canada,1970,18840.51,18840.51,9.843817693538583
Nigeria,1970,4486.28,4486.28,8.409002006525128
Australia,1970,12180.37,12180.37,9.407663014413094
Saudi Arabia,1970,18566.71,18566.71,9.829179329564319
Australia,1970,16391.58,16391.58,9.704584072406481
South Africa,1970,19486.89,19486.89,9.877548525994515
India,1970,19906.12,19906.12,9.898832735666106
Australia,1970,3022.14,3022.14,8.014051305318091
Kenya,1970,9175.24,9175.24,9.124372813654611
Indonesia,1970,27936.36,27317.421,10.215316515528354
Kenya,1970,8502.84,8502.84,9.048273105169338
Egypt,1970,1401.14,1401.14,7.24575491995577
Saudi Arabia,1970,16659.91,16659.91,9.720820536077854
United States,1970,31297.69,27317.421,10.215316515528354
Kenya,1970,16736.2,16736.2,9.725389066015046
China,1970,5657.08,5657.08,8.640839891033382
Kenya,1970,2893.32,2893.32,7.970505474679172
India,1970,16657.12,16657.12,9.720653064215286
Indonesia,1970,-636.74,-636.74,
Brazil,1970,22771.3,22771.3,10.033300164057618
France,1970,8695.62,8695.62,9.07068972340764
Egypt,1970,-5631.31,-2777.4275,
Russia,1970,10887.29,10887.29,9.295443178803934
Germany,1970,18897.75,18897.75,9.84685106129441
Canada,1970,18046.61,18046.61,9.800768545021754
United States,1970,11106.59,11106.59,9.315383937410592
Germany,1970,18481.69,18481.69,9.824589897373006
Argentina,1970,16662.88,16662.88,9.720998781762695
Argentina,1970,15356.42,15356.42,9.639354023843334
Australia,1970,-2251.56,-2251.56,
India,1970,7513.35,7513.35,8.924569804766973
United States,1970,11609.33,11609.33,9.3596504980606
Brazil,1970,29103.84,27317.421,10.215316515528354
Mexico,1970,6965.3,6965.3,8.848839516320755
Germany,1970,26321.64,26321.64,10.178184684360517
India,1970,7492.26,7492.26,8.92175922881476
Australia,1970,20336.52,20336.52,9.92022273493185
France,1970,17456.31,17456.31,9.767513751086568
Germany,1970,27196.14,27196.14,10.210867099696925
Kenya,1970,10123.22,10123.22,9.222685851970198
Egypt,1970,-16166.78,-2777.4275,
Brazil,1970,15378.39,15378.39,9.640783580374512
Turkey,1970,15264.19,15264.19,9.633330351865183
Turkey,1970,13453.27,13453.27,9.507051806765334
South Africa,1970,3183.18,3183.18,8.06595007802968
South Korea,1970,2219.04,2219.04,7.705280492722021
Egypt,1970,15004.78,15004.78,9.616190739195858
China,1970,4897.08,4897.08,8.496598570575951
South Africa,1970,16259.04,16259.04,9.696465843123375
Saudi Arabia,1970,-2535.83,-2535.83,
Germany,1970,16952.79,16952.79,9.738246686634165
Indonesia,1970,11567.7,11567.7,9.356058454324353
Argentina,1970,17502.58,17502.58,9.770160710418295
Mexico,1970,17181.07,17181.07,9.751621677220665
Saudi Arabia,1970,14238.82,14238.82,9.563797544436637
Japan,1970,19944.55,19944.55,9.900761339792842
Mexico,1970,6032.82,6032.82,8.70513558831615
Indonesia,1970,24652.29,24652.29,10.112665639124538
Kenya,1970,-10144.45,-2777.4275,
Argentina,1970,21255.54,21255.54,9.964419891708603
South Korea,1970,11518.89,11518.89,9.351830385593182
Germany,1970,7535.05,7535.05,8.927453451053722
Mexico,1970,11603.21,11603.21,9.359123242285401
Canada,1970,15160.97,15160.97,9.626545597983505
South Korea,1970,18369.98,18369.98,9.81852752463598
Germany,1970,23625.0,23625.0,10.070103079508465
Saudi Arabia,1970,3435.85,3435.85,8.142310633185796
Turkey,1970,26131.66,26131.66,10.170941152032336
Mexico,1970,19873.91,19873.91,9.897213411210393
Russia,1970,26391.63,26391.63,10.180840083493473
Mexico,1970,10280.68,10280.68,9.238118949781402
South Africa,1970,-1785.35,-1785.35,
Saudi Arabia,1970,20095.26,20095.26,9.90828900708232
Turkey,1970,11884.77,11884.77,9.383097165243
Canada,1970,17337.19,17337.19,9.760666861956613
India,1970,12745.24,12745.24,9.452991605133654
Germany,1970,26473.42,26473.42,10.183934262769768
Brazil,1970,21250.86,21250.86,9.964199699933852
Egypt,1970,-1478.5,-1478.5,
Mexico,1970,19670.7,19670.7,9.886936333678078
Turkey,1970,11538.72,11538.72,9.353550276336186
Brazil,1970,29784.32,27317.421,10.215316515528354
South Korea,1970,29782.94,27317.421,10.215316515528354
France,1970,16404.83,16404.83,9.705392038446348
Japan,1970,17629.15,17629.15,9.777365783580338
Canada,1970,19446.61,19446.61,9.87547946231895
Germany,1970,18760.11,18760.11,9.839541389253329
India,1970,2117.9,2117.9,7.658652365082986
France,1970,-1473.28,-1473.28,
Nigeria,1970,-13580.01,-2777.4275,
China,1970,11006.02,11006.02,9.30628853004727
Germany,1970,5183.89,5183.89,8.553503905395191
China,1970,14390.09,14390.09,9.57436454405931
Kenya,1970,6519.77,6519.77,8.78274774610717
China,1970,14584.36,14584.36,9.587773564890588
Germany,1970,6781.98,6781.98,8.822171812393892
Russia,1970,8761.55,8761.55,9.07824223746066
Japan,1970,15991.25,15991.25,9.679859508874452
Turkey,1970,4240.58,4240.58,8.352691120321834
Australia,1970,12403.04,12403.04,9.425777504981344
South Korea,1970,25156.91,25156.91,10.13292763900153
South Korea,1970,19579.77,19579.77,9.882303241153958
Brazil,1970,21188.46,21188.46,9.961259167218895
Japan,1970,20626.03,20626.03,9.934357630601959
South Africa,1970,338.58,338.58,5.827709559887865
China,1970,16442.44,16442.44,9.707681892463427
Germany,1970,21580.58,21580.58,9.979595452072655
India,1970,15914.47,15914.47,9.675046871168291
Russia,1970,19180.17,19180.17,9.861684347619693
Canada,1970,6145.04,6145.04,8.72356325096733
Saudi Arabia,1970,20494.19,20494.19,9.92794550344926
Saudi Arabia,1970,15924.77,15924.77,9.675693830919812
China,1970,30168.99,27317.421,10.215316515528354
Brazil,1970,17047.82,17047.82,9.74383627210552
Brazil,1970,22477.24,22477.24,10.020303009127717
Canada,1970,9257.17,9257.17,9.133261683919926
South Korea,1970,15373.1,15373.1,9.64043955437602
Mexico,1970,17496.5,17496.5,9.769813292563695
Kenya,1970,2415.41,2415.41,7.790038246643707
Egypt,1970,-4565.33,-2777.4275,
Egypt,1970,10762.19,10762.19,9.28388725817919
Indonesia,1970,5456.21,5456.21,8.604692949128586
South Korea,1970,-986.76,-986.76,
Mexico,1970,8218.98,8218.98,9.014323054957242
Kenya,1970,16358.73,16358.73,9.70257810635307
Turkey,1970,19034.92,19034.92,9.854082999668606
Australia,1970,8373.65,8373.65,9.03296456477522
South Africa,1970,2219.4,2219.4,7.705442638816006
China,1970,16725.35,16725.35,9.724740599227736
Canada,1970,29789.3,27317.421,10.215316515528354
South Korea,1970,-4665.36,-2777.4275,
India,1970,8134.27,8134.27,9.003964209022463
India,1970,18556.74,18556.74,9.82864223168458
Germany,1970,16329.12,16329.12,9.700766534375967
Nigeria,1970,2570.55,2570.55,7.852264108930276
Turkey,1970,11344.07,11344.07,9.336538567313902
Australia,1970,-4814.34,-2777.4275,
Egypt,1970,3376.62,3376.62,8.124926598440807
South Korea,1970,16868.76,16868.76,9.733277949001355
Australia,1970,17333.86,17333.86,9.760474781939987
France,1970,20355.51,20355.51,9.921156041432997
South Korea,1970,25197.22,25197.22,10.134528636084116
France,1970,24292.02,24292.02,10.097944345268171
South Korea,1970,21392.54,21392.54,9.970844286279398
United States,1970,15322.46,15322.46,9.637140266358603
India,1970,30750.06,27317.421,10.215316515528354
China,1970,15971.83,15971.83,9.678644432773325
Canada,1970,-3845.63,-2777.4275,
Indonesia,1970,13762.48,13762.48,9.5297739864885
Indonesia,1970,17016.03,17016.03,9.741969886312821
Saudi Arabia,1970,30164.06,27317.421,10.215316515528354
Germany,1970,19939.43,19939.43,9.900504607977396
Nigeria,1970,7998.57,7998.57,8.98714306921739
China,1970,4044.29,4044.29,8.305308520371442
Saudi Arabia,1970,33792.87,27317.421,10.215316515528354
Australia,1970,23717.04,23717.04,10.073991219006158
Kenya,1970,627.34,627.34,6.443081421237291
Kenya,1970,14179.43,14179.43,9.559618124026906
Canada,1970,23851.69,23851.69,10.079652278216328
Australia,1970,12453.59,12453.59,9.42984450864783
Mexico,1970,22325.23,22325.23,10.013517499411787
India,1970,12856.81,12856.81,9.461706687799795
Saudi Arabia,1970,7048.63,7048.63,8.860730412159569
United States,1970,7114.14,7114.14,8.869980187069652
Argentina,1970,27330.57,27317.421,10.215316515528354
China,1970,14239.0,14239.0,9.563810184965966
Australia,1970,16827.86,16827.86,9.73085054870527
Saudi Arabia,1970,23779.88,23779.88,10.076637175447372
Egypt,1970,900.07,900.07,6.803582946044453
Australia,1970,11492.58,11492.58,9.349543897596158
Germany,1970,5332.14,5332.14,8.58169546189676
South Korea,1970,8263.21,8263.21,9.019689421899649
Turkey,1970,18996.47,18996.47,9.852061091387542
Turkey,1970,24077.12,24077.12,10.089058823285194
Russia,1970,11630.96,11630.96,9.361511760977843
France,1970,12345.77,12345.77,9.421149769387437
Canada,1970,8698.22,8698.22,9.070988645450996
South Korea,1970,26472.01,26472.01,10.183881002394322
United States,1970,15526.28,15526.28,9.650353755922202
Germany,1970,8340.19,8340.19,9.028961171025454
Egypt,1970,12548.4,12548.4,9.437428134652114
Argentina,1970,19705.26,19705.26,9.888691630746461
China,1970,15369.69,15369.69,9.640217728173013
South Korea,1970,-3330.34,-2777.4275,
Japan,1970,22775.44,22775.44,10.033481947352234
Mexico,1970,-2987.97,-2777.4275,
Brazil,1970,27451.33,27317.421,10.215316515528354
Germany,1970,2422.16,2422.16,7.792827752478732
Canada,1970,1063.34,1063.34,6.970110167728903
South Africa,1970,-542.46,-542.46,
South Africa,1970,3198.62,3198.62,8.070787331736478
Japan,1970,6078.03,6078.03,8.712600422758753
Turkey,1970,9485.79,9485.79,9.157655583593966
Russia,1970,12743.0,12743.0,9.452815851589884
Nigeria,1970,2802.91,2802.91,7.938770150635081
South Africa,1970,9509.7,9509.7,9.160172759560352
South Korea,1970,21925.4,21925.4,9.995446669249691
Japan,1970,2915.63,2915.63,7.978184119175958
India,1970,10655.82,10655.82,9.273955341771472
Australia,1970,28002.64,27317.421,10.215316515528354
Mexico,1970,5672.21,5672.21,8.643510374092523
Japan,1970,22342.18,22342.18,10.014276408061509
Indonesia,1970,-2228.7,-2228.7,
South Korea,1970,19881.88,19881.88,9.897614338933325
Nigeria,1970,-14739.83,-2777.4275,
Australia,1970,10242.62,10242.62,9.234410351746574
Australia,1970,23675.82,23675.82,10.072251789439619
Brazil,1970,13604.45,13604.45,9.518225726745317
Kenya,1970,6921.35,6921.35,8.84251058633798
India,1970,10951.29,10951.29,9.301303845799602
Japan,1970,18097.19,18097.19,9.803567212253583
Kenya,1970,14168.24,14168.24,9.558828696807392
Saudi Arabia,1970,10576.61,10576.61,9.266494781972908
Brazil,1970,-8575.23,-2777.4275,
South Korea,1970,17966.94,17966.94,9.796344337702836
Canada,1970,15262.91,15262.91,9.63324649744427
Saudi Arabia,1970,23486.4,23486.4,10.064219386128837
Nigeria,1970,-3674.84,-2777.4275,
Germany,1970,4781.03,4781.03,8.472620421524313
South Korea,1970,25600.04,25600.04,10.15038825464248
Brazil,1970,5513.48,5513.48,8.615132638937558
China,1970,11270.18,11270.18,9.330004304303538
Mexico,1970,-302.81,-302.81,
China,1970,18894.74,18894.74,9.846691778816655
Egypt,1970,-3384.58,-2777.4275,
South Korea,1970,16540.95,16540.95,9.713654857638167
Argentina,1970,25378.38,25378.38,10.14169231228599
Saudi Arabia,1970,-6835.24,-2777.4275,
Mexico,1970,23756.5,23756.5,10.07565354908547
South Korea,1970,32082.57,27317.421,10.215316515528354
Germany,1970,24417.67,24417.67,10.103103282627039
China,1970,7057.05,7057.05,8.86192408836994
South Korea,1970,22254.27,22254.27,10.010334113481505
Japan,1970,8625.75,8625.75,9.062623119869158
Egypt,1970,3373.35,3373.35,8.123957992165703
United States,1970,27434.26,27317.421,10.215316515528354
Indonesia,1970,13186.7,13186.7,9.487039855980198
France,1970,14933.11,14933.11,9.611403137311122
India,1970,19841.06,19841.06,9.895559206093997
